key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18
NZHNTWQ,1911-08-21,0,Central,regular,,Wheeling,5,,Fort Wayne,9,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,1,1,0,2,0,1,0,0,,,,,,,,,,6,0,0,0,0,0,2,0,1,,,,,,,,,
NXVNBMZ,1911-08-21,0,Central,regular,,Grand Rapids II,3,,South Bend II,1,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,0,0,0,0,0,0,3,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,
RWSTBQG,1911-08-21,0,Central,regular,,Newark,4,,Terre Haute,1,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,0,0,1,0,2,0,0,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,
VLDCQGQ,1911-08-22,0,Central,regular,,Zanesville,1,,Dayton,0,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
DJKRTSM,1911-08-22,0,Central,regular,,Wheeling,,,Fort Wayne,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HZRWTKN,1911-08-22,0,Central,regular,,Grand Rapids II,6,,South Bend II,3,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,3,0,0,0,0,3,0,0,0,,,,,,,,,,0,0,0,2,0,1,0,0,0,,,,,,,,,
RPKDKHV,1911-08-22,0,Central,regular,,Newark,0,,Terre Haute,6,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1,0,0,1,1,2,0,x,,,,,,,,,
NBNDVGD,1911-08-23,0,Central,regular,,Wheeling,3,,Newark,4,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,0,0,1,1,0,0,1,0,,,,,,,,,,1,2,0,0,0,0,1,0,x,,,,,,,,,
YRRKQZP,1911-08-23,0,Central,regular,,Fort Wayne,8,,South Bend II,1,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,2,3,0,0,1,0,0,2,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,
LXXGKCM,1911-08-23,0,Central,regular,,Dayton,1,,Terre Haute,0,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
QYVNHTG,1911-08-23,0,Central,regular,,Grand Rapids II,14,,Zanesville,2,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,2,5,0,0,5,0,0,2,0,,,,,,,,,,0,0,0,0,0,0,0,0,2,,,,,,,,,
YWVKRPJ,1911-08-24,0,Central,regular,,Wheeling,8,,Newark,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,1,4,0,1,0,2,0,0,,,,,,,,,,0,1,0,1,0,0,0,0,1,,,,,,,,,
LKFTFBG,1911-08-24,0,Central,regular,,Fort Wayne,,,South Bend II,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVTQXMY,1911-08-24,0,Central,regular,,Dayton,,,Terre Haute,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GJFYYND,1911-08-24,0,Central,regular,,Grand Rapids II,0,,Zanesville,3,,,1:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,2,1,0,x,,,,,,,,,
SXBYVBQ,1911-08-25,0,Central,regular,,Wheeling,,,Newark,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXRGMKK,1911-08-25,1,Central,regular,,Fort Wayne,2,,South Bend II,3,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,0,0,0,1,0,1,0,0,,,,,,,,,,0,2,0,0,1,0,0,0,x,,,,,,,,,
VSGTYQL,1911-08-25,2,Central,regular,,Fort Wayne,3,,South Bend II,1,,,1:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,0,1,0,0,2,0,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,,,,,,,
HKYHDGM,1911-08-25,1,Central,regular,,Dayton,4,,Terre Haute,3,,,2:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,1,1,0,0,1,0,0,0,0,0,1,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,,,,,,,
JKJZLPV,1911-08-25,2,Central,regular,,Dayton,3,,Terre Haute,0,,,1:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,0,1,0,0,2,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,
CDTXVXV,1911-08-25,0,Central,regular,,Grand Rapids II,,,Zanesville,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLGQVSY,1911-08-26,0,Central,regular,,Dayton,2,,South Bend II,0,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,1,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
BCHTFJW,1911-08-26,0,Central,regular,,Fort Wayne,0,,Terre Haute,1,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,
MJGCHSD,1911-08-26,0,Central,regular,,Grand Rapids II,4,,Wheeling,2,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,3,1,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,0,0,0,1,0,0,,,,,,,,,
BHCJRFQ,1911-08-26,0,Central,regular,,Newark,3,,Zanesville,4,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110820.txt,,2,0,0,0,0,1,0,0,0,,,,,,,,,,2,0,1,0,0,0,0,0,1,,,,,,,,,
DSJCMSD,1911-08-27,0,Central,regular,,Dayton,18,,South Bend II,9,,,2:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,4,1,3,3,0,3,1,3,0,,,,,,,,,,2,1,0,1,0,0,0,0,5,,,,,,,,,
HDSZCSC,1911-08-27,1,Central,regular,,Fort Wayne,3,,Terre Haute,2,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,0,0,0,0,0,0,2,1,,,,,,,,,0,0,0,0,0,0,0,0,2,0,,,,,,,,
BMHXNPM,1911-08-27,2,Central,regular,,Fort Wayne,7,,Terre Haute,1,,,1:25,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,2,0,3,0,2,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,
XXTPGRM,1911-08-27,0,Central,regular,,Grand Rapids II,,,Wheeling,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMBZFXB,1911-08-27,1,Central,regular,,Newark,1,,Zanesville,4,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,"Sporting Life, Volume 58, Issue 1, Pages 19-20",1,0,0,0,0,0,0,0,0,,,,,,,,,,3,0,1,0,0,0,0,0,x,,,,,,,,,
JVYQPDG,1911-08-27,2,Central,regular,,Newark,2,,Zanesville,1,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,1,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,,,,,,,
PZBSSBG,1911-08-28,0,Central,regular,,Dayton,13,,South Bend II,4,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,4,1,1,0,4,2,1,,,,,,,,,,0,0,0,0,1,2,0,0,1,,,,,,,,,
QNYQHGM,1911-08-28,0,Central,regular,,Grand Rapids II,0,,Wheeling,0,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,x,,,,,,,,,,,,
PFXTHNR,1911-08-29,0,Central,regular,,Dayton,2,,Grand Rapids II,0,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,0,1,0,0,0,1,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
ZKRNPKJ,1911-08-29,0,Central,regular,,Fort Wayne,5,,Newark,6,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,0,0,0,4,1,0,0,,,,,,,,,,4,0,0,1,0,0,1,0,x,,,,,,,,,
YDQPZQK,1911-08-29,0,Central,regular,,Terre Haute,,,Wheeling,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBMMFYG,1911-08-29,0,Central,regular,,South Bend II,0,,Zanesville,1,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,1,,,,,,,,,
ZGGDQQP,1911-08-30,0,Central,regular,,Dayton,3,,Grand Rapids II,5,Ed Smith,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,0,0,2,0,0,1,0,,,,,,,,,,2,0,0,2,0,0,0,1,x,,,,,,,,,
BVGYMCF,1911-08-30,0,Central,regular,,Fort Wayne,5,,Newark,0,,,1:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,1,0,0,1,2,0,0,1,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
WNKTVYY,1911-08-30,0,Central,regular,,Terre Haute,2,,Wheeling,12,,,1:33,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,0,1,0,0,1,0,0,,,,,,,,,,3,0,6,0,0,2,0,1,x,,,,,,,,,
DPMCVNR,1911-08-30,0,Central,regular,,South Bend II,4,,Zanesville,1,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,3,1,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,,,
NNJBSZD,1911-08-31,0,Central,regular,,Dayton,2,,Grand Rapids II,4,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,0,0,0,0,0,2,0,,,,,,,,,,0,0,4,0,0,0,0,0,0,,,,,,,,,
LNQKQGL,1911-08-31,0,Central,regular,,Fort Wayne,6,Casey,Newark,5,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,1,0,2,0,1,0,1,0,1,,,,,,,,,,0,0,0,0,1,2,1,1,0,,,,,,,,,
TJTQVSP,1911-08-31,1,Central,regular,,Terre Haute,4,,Wheeling,5,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,1,0,3,0,0,0,0,0,0,,,,,,,,,,0,1,0,1,1,0,1,0,1,,,,,,,,,
TFLRLGJ,1911-08-31,2,Central,regular,,Terre Haute,1,,Wheeling,4,,,1:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,1,0,0,0,0,,,,,,,,,,,,3,0,0,0,0,1,x,,,,,,,,,,,
YJYBNTG,1911-08-31,0,Central,regular,,South Bend II,4,,Zanesville,5,,,2:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,0,0,1,0,1,2,0,0,0,,,,,,,,0,0,0,0,0,2,2,0,0,0,1,,,,,,,
YGTXBGF,1911-09-01,0,Central,regular,,Fort Wayne,9,,Grand Rapids II,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,5,1,0,0,2,0,0,1,,,,,,,,,,0,0,0,2,0,0,1,0,0,,,,,,,,,
MPPJDRM,1911-09-01,0,Central,regular,,Dayton,2,,Newark,7,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,0,1,0,0,1,0,0,,,,,,,,,,2,0,0,1,0,0,2,2,x,,,,,,,,,
VBJFBRC,1911-09-01,0,Central,regular,,South Bend II,7,,Wheeling,8,,,1:51,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,0,0,1,4,0,2,0,,,,,,,,,,0,2,0,1,0,1,2,2,0,,,,,,,,,
SGMFTWP,1911-09-01,0,Central,regular,,Terre Haute,10,,Zanesville,9,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,2,1,3,0,1,0,0,1,2,,,,,,,,,,1,0,0,3,0,0,0,0,5,,,,,,,,,
HRBXKPF,1911-09-02,0,Central,regular,,Newark,7,,Dayton,8,Knoll,,2:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,0,0,0,2,4,1,0,0,0,,,,,,,,1,1,1,0,0,3,0,1,0,0,1,,,,,,,
PLPZNLM,1911-09-02,0,Central,regular,,Fort Wayne,12,,Grand Rapids II,7,,,2:10,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,3,0,0,2,4,0,3,,,,,,,,,,1,0,1,0,2,0,1,2,0,,,,,,,,,
VNYWZYL,1911-09-02,0,Central,regular,,South Bend II,3,,Wheeling,6,,,1:47,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,0,0,2,1,0,0,0,0,,,,,,,,,,1,1,0,1,1,0,0,2,x,,,,,,,,,
RMGPYJV,1911-09-02,0,Central,regular,,Terre Haute,5,,Zanesville,2,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110827.txt,,0,1,2,0,0,0,1,1,0,,,,,,,,,,0,0,0,0,2,0,0,0,0,,,,,,,,,
CRSYLRH,1911-09-03,0,Central,regular,,Newark,2,,Dayton,8,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,0,0,0,0,3,4,0,x,,,,,,,,,
NCCPSBJ,1911-09-03,0,Central,regular,,Fort Wayne,4,,Grand Rapids II,0,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,0,0,1,0,1,1,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
TNVLKXC,1911-09-03,0,Central,regular,,South Bend II,4,,Wheeling,2,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,1,0,1,1,1,0,0,0,0,,,,,,,,,,0,0,0,0,0,2,0,0,0,,,,,,,,,
HGDZPVY,1911-09-03,0,Central,regular,,Terre Haute,3,,Zanesville,7,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,0,0,1,1,0,0,1,,,,,,,,,,1,0,3,1,2,0,0,0,x,,,,,,,,,
KBJTXDT,1911-09-04,1,Central,regular,,Fort Wayne,6,,Dayton,3,,,2:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,1,0,0,0,0,2,0,0,0,0,3,,,,,,,,1,0,2,0,0,0,0,0,0,0,0,,,,,,,
ZJVKPLW,1911-09-04,2,Central,regular,,Fort Wayne,3,,Dayton,7,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,0,0,0,2,0,1,0,,,,,,,,,,0,0,0,3,0,1,0,3,x,,,,,,,,,
CHBZSYF,1911-09-04,1,Central,regular,,Newark,1,,Grand Rapids II,2,Smith,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,1,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,0,0,1,0,0,x,,,,,,,,,
DWMLRFT,1911-09-04,2,Central,regular,,Newark,3,,Grand Rapids II,4,,,1:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,3,0,0,0,0,,,,,,,,,,,,0,3,1,0,0,0,x,,,,,,,,,,,
MDZRVNH,1911-09-04,1,Central,regular,,South Bend II,3,,Terre Haute,4,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,0,0,2,1,0,0,0,,,,,,,,,,0,3,1,0,0,0,0,0,x,,,,,,,,,
YXHKMXQ,1911-09-04,2,Central,regular,,South Bend II,6,,Terre Haute,0,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,1,0,0,4,0,0,0,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
MHYZHTL,1911-09-04,1,Central,regular,,Zanesville,6,,Wheeling,7,,,2:04,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,0,4,2,0,0,0,0,,,,,,,,,,0,2,0,0,0,0,0,0,5,,,,,,,,,
SBSXBCY,1911-09-04,2,Central,regular,,Zanesville,5,,Wheeling,1,,,1:25,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,1,0,0,0,0,4,0,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,
JRCTFLF,1911-09-05,0,Central,regular,,Fort Wayne,0,,Dayton,3,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,3,0,0,0,0,x,,,,,,,,,
XGKXVCX,1911-09-05,0,Central,regular,,Newark,3,,Grand Rapids II,8,,,1:25,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,0,0,0,0,0,1,2,,,,,,,,,,0,0,0,0,0,0,7,1,x,,,,,,,,,
ZFNJWVS,1911-09-05,0,Central,regular,,South Bend II,,,Terre Haute,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZCZRFN,1911-09-05,0,Central,regular,,Zanesville,,,Wheeling,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MXBNFRN,1911-09-06,0,Central,regular,,Grand Rapids II,4,,Dayton,3,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,1,0,0,0,1,0,0,0,2,,,,,,,,,,0,1,0,2,0,0,0,0,0,,,,,,,,,
HTYRMLC,1911-09-06,0,Central,regular,,Newark,0,,Fort Wayne,5,,,1:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,0,0,3,0,0,0,0,,,,,,,,,
YBHHXQP,1911-09-06,0,Central,regular,,Zanesville,,,South Bend II,,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZGHWTYT,1911-09-06,0,Central,regular,,Wheeling,3,,Terre Haute,2,,,2:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,0,0,1,0,0,1,0,1,,,,,,,,,0,0,0,0,0,0,1,1,0,0,,,,,,,,
KGDHBBP,1911-09-07,0,Central,regular,,Grand Rapids II,6,,Dayton,0,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,4,0,0,0,0,2,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
NPBGGJQ,1911-09-07,0,Central,regular,,Newark,3,,Fort Wayne,4,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,1,1,0,0,0,1,0,0,,,,,,,,,,0,0,0,0,1,0,0,1,2,,,,,,,,,
XRWMJKZ,1911-09-07,1,Central,regular,,Zanesville,1,,South Bend II,9,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,0,1,0,0,0,0,0,,,,,,,,,,0,0,2,0,1,0,6,0,x,,,,,,,,,
TXFMXNN,1911-09-07,2,Central,regular,,Zanesville,4,,South Bend II,1,,,1:25,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,1,0,0,1,0,0,2,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,
DKXRYCM,1911-09-07,0,Central,regular,,Wheeling,1,,Terre Haute,5,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,1,2,0,0,2,x,,,,,,,,,
XZKVDYB,1911-09-08,0,Central,regular,,Grand Rapids II,3,,Dayton,0,,,1:25,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,3,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
YTSTMNH,1911-09-08,0,Central,regular,,Newark,8,,Fort Wayne,9,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,1,0,0,0,0,3,0,2,2,,,,,,,,,,6,0,0,0,2,1,0,0,0,,,,,,,,,
JKGNMCN,1911-09-08,0,Central,regular,,Zanesville,,,South Bend II,,,,,,postponed,aviation meet,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTLVWJL,1911-09-08,0,Central,regular,,Wheeling,,,Terre Haute,,,,,,abandoned,rain,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRHVZWS,1911-09-09,0,Central,regular,,Newark,2,,Dayton,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,1,0,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,0,0,1,1,0,1,,,,,,,,,
TWFZJRQ,1911-09-09,0,Central,regular,,Grand Rapids II,2,,Fort Wayne,3,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,0,0,0,1,0,0,0,0,1,,,,,,,,,,0,0,1,0,0,1,0,1,x,,,,,,,,,
RFLKMCB,1911-09-09,0,Central,regular,,Zanesville,17,,Terre Haute,12,,,2:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110903.txt,,4,1,3,0,0,6,1,1,1,,,,,,,,,,1,1,1,2,2,0,0,2,3,,,,,,,,,
GYHNRRN,1911-09-10,1,Central,regular,,Newark,1,,Dayton,8,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110910.txt,"Sporting Life, Vol 58, Number 3, Page 17",0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,1,7,0,0,0,x,,,,,,,,,
CTYLVBK,1911-09-10,2,Central,regular,,Newark,4,,Dayton,9,,,1:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110910.txt,,0,4,0,0,0,,,,,,,,,,,,,,2,1,2,0,4,,,,,,,,,,,,,
SLCMMLM,1911-09-10,1,Central,regular,,Grand Rapids II,10,,Fort Wayne,7,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110910.txt,,0,2,0,0,1,1,1,4,1,,,,,,,,,,2,0,1,0,2,1,0,0,1,,,,,,,,,
DLSFLYR,1911-09-10,2,Central,regular,,Grand Rapids II,0,,Fort Wayne,3,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110910.txt,,0,0,0,0,0,,,,,,,,,,,,,,1,0,2,0,x,,,,,,,,,,,,,
MCZCGVY,1911-09-10,0,Central,regular,,Wheeling,,,South Bend II,,,,,,postponed,aviation meet,,transcript/1911/1911-SL/boxes/CENL-19110910.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XHRKXKV,1911-09-10,0,Central,regular,,Zanesville,,,Terre Haute,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110910.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
