key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17
XLVTTZC,1911-07-03,0,Kansas State,regular,,McPherson,11,,Hutchinson,9,,150,1:50,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 4, 1911",3,0,0,0,3,0,2,3,x,,,,,,,,,0,0,0,0,0,0,2,5,2,,,,,,,,
RBNHJMG,1911-07-03,0,Kansas State,regular,,Great Bend,2,,Larned,7,,,,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 4, 1911",0,0,1,0,0,0,0,1,0,,,,,,,,,0,1,0,0,0,4,0,2,x,,,,,,,,
HLXPNLW,1911-07-03,0,Kansas State,regular,,Lyons,5,,Newton,6,,,,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 4, 1911",0,0,1,0,0,2,0,2,0,,,,,,,,,1,0,1,1,2,0,1,0,x,,,,,,,,
KZHZVSB,1911-07-04,1,Kansas State,regular,,Larned,2,,Great Bend,1,,300,2:12,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 5, 1911",0,0,1,0,0,0,0,1,0,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,
SQCVBLT,1911-07-04,2,Kansas State,regular,,Larned,1,,Great Bend,4,,1400,1:50,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 5, 1911",0,0,0,0,1,0,0,0,0,,,,,,,,,0,0,0,0,0,0,2,2,x,,,,,,,,
YXVMPRN,1911-07-04,2,Kansas State,regular,,McPherson,6,,Hutchinson,0,,600,1:45,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 5, 1911",1,0,0,3,0,1,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
NFCNQDM,1911-07-04,1,Kansas State,regular,,Newton,5,,Lyons,3,,,,,final,,,1911/1911-THN/THN-19110629.txt,"The Hucthinson News Jul 5, 1911",2,0,2,0,0,0,0,0,1,,,,,,,,,1,0,0,0,0,0,0,2,0,,,,,,,,
VMYPDSX,1911-07-04,2,Kansas State,regular,,Newton,4,,Lyons,3,,,,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 5, 1911",2,0,0,0,0,1,1,0,0,,,,,,,,,1,0,0,2,0,0,0,0,0,,,,,,,,
BLLNTSX,1911-07-04,1,Kansas State,regular,,El Dorado,2,,Wellington,5,,1200,,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 5, 1911",0,0,0,0,0,0,0,2,0,,,,,,,,,0,0,0,0,0,3,2,0,x,,,,,,,,
DNPRNJY,1911-07-04,2,Kansas State,regular,,El Dorado,9,,Wellington,1,,,,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 5, 1911",0,1,2,0,1,0,0,4,0,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,
VRXCBYB,1911-07-06,0,Kansas State,regular,,Hutchinson,8,,Great Bend,4,,,3:48,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 7, 1911",0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
KDYPPRJ,1911-07-06,0,Kansas State,regular,,Newton,4,,Larned,5,,,,,final,,2,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 7, 1911",1,0,0,0,1,0,0,1,1,,,,,,,,,3,0,0,0,0,0,0,0,2,,,,,,,,
NXXHMTN,1911-07-06,0,Kansas State,regular,,Wellington,8,,Lyons,8,,,,,completed early,Wellington ran out of players,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 7, 1911",0,0,1,0,0,5,1,1,,,,,,,,,,3,1,0,1,1,0,2,0,,,,,,,,,
YFQPSTH,1911-07-07,0,Kansas State,regular,,Hutchinson,0,,Great Bend,4,,300,1:45,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 8, 1911",0,0,0,0,0,0,0,0,0,,,,,,,,,0,1,0,0,1,0,0,2,x,,,,,,,,
HCYZBKJ,1911-07-07,0,Kansas State,regular,,Newton,4,,Larned,1,,,,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 8, 1911",1,1,0,0,0,1,1,0,0,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,
NQJTXJD,1911-07-08,0,Kansas State,regular,,McPherson,8,,Great Bend,6,,,2:05,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 10, 1911",1,0,1,3,0,0,0,3,0,,,,,,,,,1,0,1,2,0,0,0,0,2,,,,,,,,
VPMSCJM,1911-07-08,0,Kansas State,regular,,El Dorado,3,,Hutchinson,4,,125,2:30,,final,,2,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 10, 1911",0,0,0,0,0,0,0,0,3,0,0,,,,,,,0,0,0,0,0,0,2,0,1,0,1,,,,,,
XLVNYTQ,1911-07-08,0,Kansas State,regular,,Lyons,9,,Larned,14,,,,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 10, 1911",0,0,1,0,0,6,1,1,0,,,,,,,,,0,1,2,0,2,6,3,0,x,,,,,,,,
PPPCCTM,1911-07-08,0,Kansas State,regular,,Wellington,3,,Newton,16,,,,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 10, 1911",0,0,0,0,0,0,3,0,0,,,,,,,,,4,1,0,2,0,6,3,0,x,,,,,,,,
VQGZRXN,1911-07-09,1,Kansas State,regular,,McPherson,0,,Great Bend,1,,,1:55,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 10, 1911",0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,
VTDBLXM,1911-07-09,2,Kansas State,regular,,McPherson,5,,Great Bend,8,,,2:05,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 10, 1911",0,1,0,1,1,0,1,1,0,,,,,,,,,1,1,0,1,3,0,2,0,0,,,,,,,,
DPFNRWN,1911-07-09,0,Kansas State,regular,,El Dorado,2,,Hutchinson,5,,200,1:50,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 10, 1911",0,2,0,0,0,0,0,0,0,,,,,,,,,0,0,0,1,0,2,1,1,x,,,,,,,,
DGZJFLC,1911-07-09,1,Kansas State,regular,,Lyons,3,,Larned,1,,,,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 10, 1911",1,2,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,
VDXXQMJ,1911-07-09,2,Kansas State,regular,,Lyons,3,,Larned,6,,,,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 10, 1911",0,0,0,1,2,0,0,0,0,,,,,,,,,0,3,0,1,0,1,0,1,x,,,,,,,,
YCBVWSL,1911-07-09,0,Kansas State,regular,,Wellington,3,,Newton,5,,,,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 10, 1911",2,0,0,0,1,0,0,0,0,,,,,,,,,0,0,0,1,0,0,0,4,x,,,,,,,,
DBFJRVM,1911-07-10,0,Kansas State,regular,,Larned,1,,Hutchinson,4,,100,1:30,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 11, 1911",1,0,0,0,0,0,0,0,0,,,,,,,,,3,0,1,0,0,0,0,0,x,,,,,,,,
YWDLSJQ,1911-07-10,0,Kansas State,regular,,Wellington,1,,McPherson,5,,,2:00,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 11, 1911",0,0,0,0,1,0,0,0,0,,,,,,,,,1,2,0,0,0,1,0,1,x,,,,,,,,
BYZJWCW,1911-07-10,1,Kansas State,regular,,Great Bend,2,,Newton,3,,,,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 11, 1911",0,0,0,0,2,0,0,0,0,,,,,,,,,0,2,0,1,0,0,0,0,x,,,,,,,,
KLVFKWW,1911-07-10,2,Kansas State,regular,,Great Bend,3,,Newton,7,,500,1:25,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 11, 1911",1,0,0,0,0,2,0,0,0,,,,,,,,,1,0,0,0,0,3,1,2,x,,,,,,,,
LCRZMTD,1911-07-11,0,Kansas State,regular,,Larned,4,,Hutchinson,6,,35,1:30,,completed early,ran out of balls,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 12, 1911",1,0,0,0,1,2,0,0,,,,,,,,,,3,0,0,0,0,0,3,x,,,,,,,,,
XQGJWSQ,1911-07-11,0,Kansas State,regular,,Wellington,0,,McPherson,8,,,,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 12, 1911",0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,6,1,0,1,0,0,x,,,,,,,,
XLYYTKN,1911-07-11,0,Kansas State,regular,,Great Bend,6,,Newton,7,,,2:30,,final,,,1911/1911-THN/THN-19110706.txt,"The Hutchinson News Jul 12, 1911",0,0,0,0,0,2,0,4,0,0,0,0,,,,,,1,1,0,2,0,2,0,0,0,0,0,1,,,,,
